zona,PrecioActual,metros,habitaciones,ascensor,localizacion,planta,baños
chamartin,1099900,130,2,S,EXTERIOR,9ª,0
carabanchel,119500,72,2,N,INTERIOR,2ª,0
centro,560000,80,3,N,EXTERIOR,2ª,0
ciudad-lineal,181000,48,2,N,INTERIOR,1ª,0
latina,289000,70,2,S,EXTERIOR,2ª,0
tetuan,1600000,198,3,S,EXTERIOR,2ª,0
chamartin,650000,94,2,S,EXTERIOR,6ª,0
villaverde,299000,116,4,S,EXTERIOR,1ª,0
centro,1550000,135,2,S,EXTERIOR,4ª,0
retiro,384000,75,2,S,INTERIOR,1ª,1
centro,370000,85,3,S,EXTERIOR,1ª,0
carabanchel,222500,86,2,N,EXTERIOR,4ª,1
puente-de-vallecas,61100,40,1,S,EXTERIOR,1ª,0
tetuan,310000,45,1,S,EXTERIOR,4ª,0
tetuan,244000,62,3,S,EXTERIOR,BAJO,0
latina,414000,122,3,S,EXTERIOR,1ª,0
centro,620000,90,2,S,EXTERIOR,1ª,0
centro,350000,55,1,S,INTERIOR,1ª,0
moncloa,395000,67,1,S,EXTERIOR,4ª,1
moncloa,880000,130,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,2100000,142,3,S,EXTERIOR,5ª,3
carabanchel,215000,67,1,S,EXTERIOR,3ª,0
chamberi,1328000,147,2,S,EXTERIOR,5ª,1
barajas,250000,56,1,S,EXTERIOR,2ª,0
centro,155000,19,1,N,INTERIOR,1ª,0
san-blas,245000,74,3,N,EXTERIOR,2ª,0
villaverde,160000,50,2,N,EXTERIOR,BAJO,0
carabanchel,339000,130,3,N,EXTERIOR,BAJO,3
chamberi,1635000,104,2,S,EXTERIOR,5ª,0
tetuan,750000,115,2,S,INTERIOR,6ª,0
usera,380000,164,4,S,EXTERIOR,2ª,0
barrio-de-salamanca,1950000,190,4,S,EXTERIOR,2ª,4
fuencarral,850000,171,3,S,EXTERIOR,7ª,0
centro,1700000,135,2,S,EXTERIOR,5ª,2
san-blas,250000,52,1,S,EXTERIOR,1ª,0
barrio-de-salamanca,1489950,137,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,750000,85,2,S,INTERIOR,2ª,0
san-blas,725000,198,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,1460000,97,2,S,EXTERIOR,5ª,0
barrio-de-salamanca,407000,70,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1245000,118,3,S,EXTERIOR,2ª,0
chamartin,1400000,286,5,S,EXTERIOR,1ª,0
latina,249900,81,3,S,EXTERIOR,ENTREPLANTA,0
villaverde,273700,93,3,S,EXTERIOR,1ª,2
villaverde,124000,91,3,S,EXTERIOR,1ª,0
san-blas,225000,46,1,S,EXTERIOR,4ª,0
villa-de-vallecas,135000,48,2,N,EXTERIOR,BAJO,0
tetuan,432000,65,2,S,EXTERIOR,2ª,0
puente-de-vallecas,237500,142,3,N,EXTERIOR,1ª,0
moncloa,520000,45,1,S,EXTERIOR,4ª,1
retiro,350000,64,3,S,EXTERIOR,4ª,0
retiro,990000,146,3,S,EXTERIOR,6ª,0
centro,194900,30,1,N,INTERIOR,3ª,0
barrio-de-salamanca,1450000,170,2,S,EXTERIOR,3ª,0
ciudad-lineal,459900,90,3,S,EXTERIOR,2ª,2
arganzuela,560000,77,1,S,EXTERIOR,7ª,0
barrio-de-salamanca,1339000,134,2,S,EXTERIOR,3ª,0
barrio-de-salamanca,1364900,103,2,S,INTERIOR,6ª,0
puente-de-vallecas,143000,48,2,S,INTERIOR,5ª,0
san-blas,97920,50,2,N,EXTERIOR,BAJO,0
moratalaz,125000,42,1,N,EXTERIOR,BAJO,0
centro,1355000,151,2,S,EXTERIOR,2ª,0
tetuan,650000,87,2,S,EXTERIOR,1ª,0
latina,288000,90,2,N,EXTERIOR,BAJO,2
puente-de-vallecas,175000,65,2,S,EXTERIOR,4ª,0
moncloa,545000,78,3,S,EXTERIOR,6ª,0
carabanchel,175000,75,3,N,EXTERIOR,4ª,0
carabanchel,220000,63,2,S,EXTERIOR,BAJO,0
chamberi,1100000,92,2,S,EXTERIOR,5ª,2
puente-de-vallecas,149900,45,2,N,EXTERIOR,2ª,0
vicalvaro,458000,105,3,S,EXTERIOR,5ª,0
centro,280000,40,1,N,EXTERIOR,2ª,0
san-blas,475000,114,4,S,EXTERIOR,3ª,0
ciudad-lineal,833000,110,2,S,EXTERIOR,BAJO,0
chamartin,649000,127,2,S,EXTERIOR,ENTREPLANTA,0
centro,1260000,150,3,S,EXTERIOR,1ª,0
carabanchel,381500,87,2,S,EXTERIOR,4ª,0
centro,975000,166,3,S,EXTERIOR,1ª,0
chamartin,1350000,150,3,S,EXTERIOR,4ª,0
fuencarral,513000,118,3,S,EXTERIOR,6ª,1
usera,305000,80,3,S,EXTERIOR,3ª,0
san-blas,460000,75,2,S,EXTERIOR,5ª,1
moncloa,281000,52,2,S,INTERIOR,SÓTANO,0
centro,1980000,283,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,4745000,315,4,S,EXTERIOR,3ª,0
chamberi,885000,108,3,S,EXTERIOR,5ª,3
barrio-de-salamanca,385000,57,2,S,INTERIOR,BAJO,0
chamberi,1450000,243,5,S,EXTERIOR,4ª,0
barrio-de-salamanca,400000,48,1,S,EXTERIOR,4ª,0
retiro,810000,130,2,S,INTERIOR,4ª,2
villa-de-vallecas,244500,51,2,N,EXTERIOR,1ª,0
barrio-de-salamanca,1900000,199,5,S,EXTERIOR,6ª,0
barrio-de-salamanca,995000,85,2,S,EXTERIOR,SÓTANO,0
chamberi,1650000,127,2,S,EXTERIOR,5ª,0
fuencarral,785000,214,5,S,EXTERIOR,2ª,0
chamberi,627000,75,2,S,EXTERIOR,4ª,0
centro,725000,113,3,N,EXTERIOR,5ª,0
chamartin,1850000,236,4,S,EXTERIOR,7ª,3
moratalaz,340000,71,2,S,EXTERIOR,2ª,0
carabanchel,163000,90,2,N,EXTERIOR,4ª,0
tetuan,370000,70,2,N,INTERIOR,2ª,0
arganzuela,375000,63,1,S,INTERIOR,7ª,0
arganzuela,280000,36,1,S,INTERIOR,3ª,0
barrio-de-salamanca,250000,60,2,S,INTERIOR,-1,1
retiro,290000,42,2,N,EXTERIOR,4ª,0
barrio-de-salamanca,260000,40,1,N,INTERIOR,4ª,0
ciudad-lineal,890000,190,4,S,EXTERIOR,9ª,0
puente-de-vallecas,170000,55,2,N,INTERIOR,BAJO,0
chamartin,590000,90,2,N,EXTERIOR,3ª,0
san-blas,320000,97,3,S,INTERIOR,1ª,0
puente-de-vallecas,33500,51,1,N,EXTERIOR,BAJO,0
fuencarral,585000,124,4,S,EXTERIOR,9ª,0
chamberi,1690000,185,4,S,EXTERIOR,2ª,0
barrio-de-salamanca,1329000,114,2,S,EXTERIOR,1ª,2
tetuan,795000,140,3,S,EXTERIOR,3ª,1
centro,270000,55,2,S,INTERIOR,BAJO,1
ciudad-lineal,664000,107,2,S,EXTERIOR,1ª,0
centro,450000,110,3,N,INTERIOR,1ª,1
barrio-de-salamanca,889000,94,3,S,INTERIOR,4ª,0
ciudad-lineal,369000,87,3,N,EXTERIOR,2ª,2
centro,549000,71,1,S,EXTERIOR,4ª,1
puente-de-vallecas,117000,39,1,N,EXTERIOR,2ª,0
barrio-de-salamanca,2469000,271,4,S,EXTERIOR,1ª,4
tetuan,840000,125,2,S,EXTERIOR,6ª,0
chamberi,720000,94,2,S,EXTERIOR,1ª,0
fuencarral,1087000,175,3,S,EXTERIOR,5ª,0
centro,1277000,154,4,S,EXTERIOR,2ª,0
barrio-de-salamanca,8200000,500,5,S,EXTERIOR,3ª,4
arganzuela,430000,75,2,S,EXTERIOR,1ª,0
tetuan,1540000,200,3,S,EXTERIOR,9ª,0
barrio-de-salamanca,1150000,140,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,525000,44,1,S,EXTERIOR,3ª,0
centro,860000,133,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,685000,81,2,S,INTERIOR,1ª,0
centro,850000,105,2,S,EXTERIOR,4ª,0
chamberi,3050000,247,3,S,EXTERIOR,2ª,0
ciudad-lineal,255000,77,2,S,EXTERIOR,BAJO,2
puente-de-vallecas,190000,60,2,N,EXTERIOR,3ª,0
centro,339754,74,1,N,EXTERIOR,2ª,0
chamberi,986210,104,2,S,EXTERIOR,9ª,0
chamberi,1550000,283,4,S,EXTERIOR,3ª,0
hortaleza,750000,120,4,S,EXTERIOR,5ª,2
chamartin,1495000,223,5,S,EXTERIOR,4ª,0
tetuan,1195000,167,4,S,EXTERIOR,3ª,3
barrio-de-salamanca,540000,59,2,S,INTERIOR,3ª,0
barrio-de-salamanca,1789000,152,2,S,INTERIOR,2ª,0
barrio-de-salamanca,980000,140,3,S,EXTERIOR,4ª,0
chamberi,1830000,219,6,S,EXTERIOR,7ª,3
barrio-de-salamanca,1329000,135,2,N,EXTERIOR,1ª,0
arganzuela,276500,86,3,S,EXTERIOR,2ª,0
hortaleza,540000,96,2,S,EXTERIOR,3ª,0
san-blas,340000,118,3,S,EXTERIOR,6ª,0
latina,421000,121,3,S,EXTERIOR,1ª,0
barrio-de-salamanca,2350000,183,3,S,EXTERIOR,1ª,0
chamberi,2557000,131,5,S,EXTERIOR,1ª,0
centro,1110000,84,2,S,EXTERIOR,1ª,0
fuencarral,390000,70,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,3400000,183,3,S,EXTERIOR,1ª,3
latina,269000,72,2,S,EXTERIOR,BAJO,0
carabanchel,174900,72,2,N,EXTERIOR,2ª,0
san-blas,70600,70,2,N,EXTERIOR,4ª,0
barrio-de-salamanca,1789000,152,2,S,INTERIOR,2ª,0
centro,2250000,182,3,S,EXTERIOR,1ª,3
centro,710000,80,3,S,EXTERIOR,2ª,0
san-blas,355000,54,1,S,EXTERIOR,3ª,0
ciudad-lineal,550000,78,1,S,EXTERIOR,1ª,0
arganzuela,830000,117,2,S,EXTERIOR,3ª,0
chamberi,6200000,480,5,S,EXTERIOR,7ª,0
chamberi,950000,103,2,S,EXTERIOR,3ª,0
centro,1119000,139,3,S,EXTERIOR,2ª,3
ciudad-lineal,995000,209,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,4750000,411,4,S,EXTERIOR,1ª,1
barrio-de-salamanca,1870000,115,2,S,EXTERIOR,7ª,0
latina,590000,136,3,S,EXTERIOR,1ª,0
puente-de-vallecas,138000,70,2,N,EXTERIOR,3ª,0
chamberi,1000000,80,2,S,EXTERIOR,5ª,0
centro,480000,76,2,N,EXTERIOR,BAJO,0
hortaleza,550000,87,3,S,EXTERIOR,13ª,2
barrio-de-salamanca,1789000,110,2,S,INTERIOR,2ª,0
carabanchel,277000,97,3,N,EXTERIOR,ENTREPLANTA,0
centro,875000,89,2,S,EXTERIOR,ENTREPLANTA,0
centro,2650000,193,3,S,EXTERIOR,1ª,0
hortaleza,730000,190,4,S,EXTERIOR,5ª,0
barrio-de-salamanca,1490000,140,3,S,EXTERIOR,3ª,0
hortaleza,730000,132,4,S,EXTERIOR,5ª,2
centro,780000,119,3,S,EXTERIOR,3ª,1
san-blas,659900,110,3,S,EXTERIOR,5ª,1
centro,720000,126,5,N,EXTERIOR,3ª,0
moratalaz,260000,80,3,N,EXTERIOR,3ª,0
moncloa,494330,55,1,S,EXTERIOR,3ª,0
centro,800000,100,2,N,EXTERIOR,SÓTANO,0
barrio-de-salamanca,1490000,141,3,S,EXTERIOR,1ª,1
arganzuela,199999,41,1,S,EXTERIOR,BAJO,0
centro,740000,138,3,N,EXTERIOR,1ª,1
centro,151900,43,2,N,EXTERIOR,BAJO,0
ciudad-lineal,841000,92,2,S,EXTERIOR,BAJO,0
latina,174000,102,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,1789000,152,2,S,INTERIOR,2ª,2
centro,339000,59,2,S,INTERIOR,1ª,0
centro,286000,43,1,S,INTERIOR,BAJO,0
ciudad-lineal,539800,154,3,S,EXTERIOR,1ª,2
ciudad-lineal,1200000,193,5,S,EXTERIOR,2ª,0
latina,350000,85,3,S,EXTERIOR,ENTREPLANTA,1
retiro,1270000,81,2,S,EXTERIOR,BAJO,0
chamberi,1023740,126,2,S,EXTERIOR,9ª,2
moratalaz,400000,125,3,S,EXTERIOR,3ª,0
tetuan,370000,80,2,S,EXTERIOR,3ª,2
moncloa,350000,46,2,S,INTERIOR,2ª,0
barrio-de-salamanca,1098000,116,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,435000,47,1,S,INTERIOR,2ª,0
centro,889000,87,3,N,EXTERIOR,2ª,3
san-blas,279000,64,1,S,EXTERIOR,2ª,0
chamberi,810000,77,2,S,EXTERIOR,4ª,0
tetuan,180000,45,1,N,INTERIOR,1ª,0
villaverde,199000,55,1,S,EXTERIOR,1ª,0
barrio-de-salamanca,1900000,217,4,S,EXTERIOR,6ª,0
centro,169000,26,1,N,INTERIOR,BAJO,0
chamartin,1099000,122,4,S,EXTERIOR,8ª,0
ciudad-lineal,273000,57,2,N,EXTERIOR,3ª,0
barrio-de-salamanca,466000,64,2,S,EXTERIOR,3ª,2
barrio-de-salamanca,3300000,245,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,1329000,126,2,S,INTERIOR,4ª,0
arganzuela,217000,61,1,S,EXTERIOR,BAJO,0
villaverde,390000,191,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,1399000,131,2,S,EXTERIOR,1ª,0
chamberi,1550000,283,5,S,EXTERIOR,3ª,0
barrio-de-salamanca,1700000,141,3,S,EXTERIOR,2ª,1
fuencarral,240000,54,2,S,EXTERIOR,BAJO,0
centro,1272000,225,5,S,INTERIOR,1ª,0
centro,989000,112,3,S,EXTERIOR,2ª,0
puente-de-vallecas,159900,66,3,N,EXTERIOR,BAJO,2
puente-de-vallecas,450000,105,1,S,EXTERIOR,1ª,0
chamberi,1690000,185,3,S,EXTERIOR,2ª,0
centro,535000,112,4,S,EXTERIOR,ENTREPLANTA,0
centro,920000,104,3,S,EXTERIOR,4ª,0
ciudad-lineal,285000,61,2,S,EXTERIOR,2ª,0
moratalaz,266500,97,3,S,EXTERIOR,2ª,0
chamartin,990000,120,3,S,EXTERIOR,7ª,0
hortaleza,735000,120,3,S,EXTERIOR,3ª,2
chamberi,525000,70,2,S,EXTERIOR,4ª,0
chamartin,1700000,200,3,S,EXTERIOR,3ª,3
chamberi,890000,105,3,S,EXTERIOR,7ª,0
barrio-de-salamanca,860000,124,2,S,INTERIOR,2ª,0
retiro,1700000,199,4,S,EXTERIOR,7ª,0
ciudad-lineal,349000,66,1,S,EXTERIOR,BAJO,0
centro,370000,45,2,N,EXTERIOR,3ª,0
carabanchel,310000,85,3,S,EXTERIOR,3ª,0
tetuan,530000,122,3,S,EXTERIOR,5ª,1
barrio-de-salamanca,1680000,194,3,S,INTERIOR,ENTREPLANTA,3
latina,228000,83,3,N,EXTERIOR,2ª,0
ciudad-lineal,797000,90,2,S,EXTERIOR,1ª,2
villaverde,289650,117,3,S,EXTERIOR,4ª,2
puente-de-vallecas,145000,69,3,N,EXTERIOR,4ª,0
barrio-de-salamanca,2685000,240,3,S,EXTERIOR,3ª,3
carabanchel,360000,131,3,S,EXTERIOR,1ª,0
chamberi,1225000,193,4,S,INTERIOR,BAJO,0
puente-de-vallecas,75000,28,1,N,EXTERIOR,BAJO,0
barrio-de-salamanca,3650000,420,6,S,EXTERIOR,5ª,0
barrio-de-salamanca,1235000,130,3,S,EXTERIOR,2ª,2
barrio-de-salamanca,700000,64,2,S,INTERIOR,6ª,0
puente-de-vallecas,90000,60,3,N,EXTERIOR,3ª,0
barrio-de-salamanca,850000,78,2,S,EXTERIOR,6ª,0
ciudad-lineal,235000,70,3,N,EXTERIOR,2ª,0
centro,919000,90,3,S,EXTERIOR,1ª,0
chamberi,1250000,135,3,S,EXTERIOR,7ª,0
san-blas,490000,100,4,S,EXTERIOR,6ª,0
centro,725000,86,3,S,EXTERIOR,1ª,2
barrio-de-salamanca,719000,60,2,S,INTERIOR,3ª,0
tetuan,280000,70,2,S,EXTERIOR,1ª,0
puente-de-vallecas,214000,66,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,360000,116,3,S,EXTERIOR,2ª,0
centro,205000,38,1,S,INTERIOR,-1,0
centro,160000,16,1,S,INTERIOR,4ª,0
villaverde,175000,58,4,N,EXTERIOR,BAJO,0
arganzuela,515000,97,3,S,EXTERIOR,4ª,0
retiro,959000,104,3,S,INTERIOR,BAJO,0
barrio-de-salamanca,1909000,220,3,S,INTERIOR,2ª,0
san-blas,172000,42,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,5050000,304,4,S,EXTERIOR,1ª,0
carabanchel,290000,70,3,S,EXTERIOR,4ª,0
villa-de-vallecas,348000,88,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1450000,122,3,S,EXTERIOR,2ª,0
carabanchel,254999,79,2,N,EXTERIOR,BAJO,0
hortaleza,238000,83,3,N,EXTERIOR,5ª,0
chamberi,1500000,283,6,S,EXTERIOR,3ª,0
latina,349000,84,3,S,EXTERIOR,1ª,0
ciudad-lineal,240000,60,3,S,EXTERIOR,3ª,0
puente-de-vallecas,355000,101,4,S,EXTERIOR,11ª,0
chamartin,390000,50,1,S,EXTERIOR,3ª,0
barrio-de-salamanca,4500000,312,4,S,EXTERIOR,4ª,0
san-blas,115000,82,3,N,EXTERIOR,4ª,0
centro,299000,45,1,N,INTERIOR,BAJO,0
centro,350000,60,1,N,INTERIOR,5ª,0
barrio-de-salamanca,2469000,271,4,S,EXTERIOR,1ª,5
ciudad-lineal,890000,170,3,S,EXTERIOR,3ª,0
centro,1025000,200,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,595000,76,1,S,EXTERIOR,1ª,0
ciudad-lineal,550000,108,2,S,EXTERIOR,2ª,0
carabanchel,250000,73,2,N,EXTERIOR,4ª,1
carabanchel,132500,90,2,N,EXTERIOR,BAJO,0
centro,425000,77,3,S,INTERIOR,4ª,0
barrio-de-salamanca,375000,52,2,S,EXTERIOR,BAJO,0
centro,989000,134,3,N,EXTERIOR,2ª,0
arganzuela,790000,136,4,S,EXTERIOR,2ª,2
moncloa,700128,112,3,S,EXTERIOR,2ª,2
chamartin,1110000,148,2,S,EXTERIOR,4ª,2
chamberi,1975000,305,5,S,EXTERIOR,8ª,0
arganzuela,274000,50,1,S,EXTERIOR,BAJO,0
puente-de-vallecas,275000,86,2,S,EXTERIOR,1ª,1
centro,1750000,300,5,S,EXTERIOR,1ª,0
tetuan,260000,57,1,N,EXTERIOR,1ª,0
san-blas,725000,200,4,S,EXTERIOR,3ª,2
usera,299000,98,3,S,EXTERIOR,7ª,0
carabanchel,165000,50,2,N,EXTERIOR,BAJO,0
retiro,1679000,133,2,S,EXTERIOR,4ª,0
hortaleza,350000,88,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,320000,60,2,N,EXTERIOR,SÓTANO,0
carabanchel,300000,77,3,N,EXTERIOR,3ª,1
retiro,959000,91,3,S,INTERIOR,BAJO,0
centro,299000,54,2,N,INTERIOR,1ª,0
barrio-de-salamanca,3690000,310,4,S,EXTERIOR,6ª,0
hortaleza,229000,105,2,N,EXTERIOR,BAJO,3
puente-de-vallecas,338000,85,3,S,EXTERIOR,3ª,0
villa-de-vallecas,324000,88,3,S,EXTERIOR,7ª,0
barrio-de-salamanca,990000,125,3,S,EXTERIOR,ENTREPLANTA,0
moncloa,369000,46,1,S,EXTERIOR,ENTREPLANTA,0
barrio-de-salamanca,1349000,120,2,S,INTERIOR,1ª,0
carabanchel,139000,65,1,N,INTERIOR,1ª,0
chamberi,1465000,133,3,S,EXTERIOR,2ª,0
carabanchel,205000,70,2,N,EXTERIOR,2ª,0
usera,311000,90,3,N,INTERIOR,2ª,0
retiro,450000,90,1,N,EXTERIOR,BAJO,0
centro,1450000,187,3,S,EXTERIOR,5ª,0
fuencarral,725000,130,4,S,EXTERIOR,7ª,0
centro,959000,142,2,N,EXTERIOR,1ª,0
carabanchel,345000,90,4,N,EXTERIOR,2ª,0
barrio-de-salamanca,650000,65,2,S,INTERIOR,3ª,0
carabanchel,205000,77,2,N,EXTERIOR,2ª,0
chamberi,3050000,236,5,S,EXTERIOR,1ª,0
barajas,530000,91,2,S,EXTERIOR,2ª,2
chamartin,3500000,310,5,S,EXTERIOR,1ª,0
moncloa,880000,184,5,S,EXTERIOR,2ª,2
chamberi,1450000,243,5,S,EXTERIOR,4ª,6
san-blas,265000,65,1,S,EXTERIOR,2ª,0
san-blas,340000,120,2,S,EXTERIOR,1ª,0
centro,500000,52,2,N,EXTERIOR,4ª,1
centro,330000,56,2,N,EXTERIOR,BAJO,0
chamberi,865000,119,3,S,EXTERIOR,6ª,0
hortaleza,827000,149,3,S,EXTERIOR,4ª,0
retiro,580000,106,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,2000000,191,3,S,EXTERIOR,BAJO,0
moncloa,415000,50,1,S,EXTERIOR,5ª,0
ciudad-lineal,85000,50,1,N,INTERIOR,5ª,0
centro,2300000,264,6,S,EXTERIOR,4ª,0
tetuan,136000,48,2,N,INTERIOR,BAJO,0
arganzuela,207000,46,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1020000,136,2,S,EXTERIOR,BAJO,0
chamberi,849000,150,3,S,EXTERIOR,BAJO,1
fuencarral,506000,61,1,S,EXTERIOR,2ª,0
puente-de-vallecas,150000,73,3,N,EXTERIOR,BAJO,0
barrio-de-salamanca,900000,96,3,S,INTERIOR,6ª,0
puente-de-vallecas,219000,77,1,N,EXTERIOR,2ª,2
puente-de-vallecas,239000,80,3,N,EXTERIOR,2ª,0
retiro,4500000,407,5,S,EXTERIOR,2ª,0
vicalvaro,218000,70,3,N,EXTERIOR,3ª,0
barrio-de-salamanca,5850000,323,3,S,EXTERIOR,4ª,0
centro,1248000,196,3,S,EXTERIOR,2ª,0
puente-de-vallecas,186000,52,3,N,INTERIOR,2ª,0
tetuan,205000,33,1,N,INTERIOR,1ª,0
barrio-de-salamanca,1479000,136,3,S,EXTERIOR,2ª,0
latina,240000,50,1,N,EXTERIOR,1ª,0
barrio-de-salamanca,3800000,310,4,S,EXTERIOR,5ª,0
centro,320000,70,3,N,EXTERIOR,4ª,0
villaverde,287000,73,3,N,INTERIOR,2ª,1
ciudad-lineal,280000,70,3,N,EXTERIOR,1ª,0
ciudad-lineal,429000,47,1,S,EXTERIOR,3ª,0
latina,245000,70,3,N,EXTERIOR,1ª,0
usera,225000,55,3,N,EXTERIOR,1ª,0
tetuan,190000,50,2,N,EXTERIOR,BAJO,0
moncloa,497000,70,1,S,EXTERIOR,1ª,0
carabanchel,410000,146,4,S,EXTERIOR,3ª,0
centro,485000,83,3,N,INTERIOR,4ª,0
barrio-de-salamanca,490000,69,2,S,INTERIOR,2ª,0
centro,340000,80,2,N,INTERIOR,1ª,0
moncloa,880000,140,3,S,EXTERIOR,2ª,1
centro,580000,94,3,S,EXTERIOR,6ª,0
fuencarral,280000,53,2,S,EXTERIOR,4ª,0
ciudad-lineal,335000,85,2,S,EXTERIOR,5ª,0
fuencarral,790000,137,3,S,EXTERIOR,12ª,2
puente-de-vallecas,73000,17,1,N,EXTERIOR,BAJO,0
ciudad-lineal,395000,67,2,N,EXTERIOR,BAJO,0
arganzuela,340000,59,1,S,EXTERIOR,4ª,0
ciudad-lineal,445000,68,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1750000,220,3,S,EXTERIOR,7ª,0
carabanchel,375000,120,3,S,EXTERIOR,BAJO,0
hortaleza,399000,78,1,S,EXTERIOR,BAJO,1
carabanchel,295000,94,3,S,EXTERIOR,8ª,0
barrio-de-salamanca,11000000,660,5,S,EXTERIOR,1ª,0
moncloa,724900,102,2,S,EXTERIOR,2ª,0
chamberi,2500000,220,4,S,EXTERIOR,4ª,0
retiro,875000,155,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,1200000,133,3,N,INTERIOR,1ª,0
retiro,1679000,126,2,S,EXTERIOR,4ª,0
retiro,959000,104,3,S,INTERIOR,BAJO,0
arganzuela,590000,94,3,S,EXTERIOR,7ª,0
retiro,525000,105,3,S,EXTERIOR,7ª,0
barrio-de-salamanca,1364000,103,2,S,EXTERIOR,6ª,0
fuencarral,830000,142,3,S,EXTERIOR,2ª,0
arganzuela,570000,87,1,S,EXTERIOR,6ª,0
chamberi,295000,30,1,S,INTERIOR,3ª,1
hortaleza,550000,84,2,S,EXTERIOR,2ª,1
centro,720000,121,5,N,EXTERIOR,3ª,0
chamartin,2300000,256,5,S,EXTERIOR,6ª,0
barrio-de-salamanca,1360000,138,3,S,EXTERIOR,1ª,0
chamberi,4800000,620,6,S,EXTERIOR,6ª,0
villaverde,169900,60,2,N,EXTERIOR,BAJO,2
barrio-de-salamanca,315000,31,1,S,INTERIOR,7ª,0
san-blas,580000,170,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,1399000,131,2,S,EXTERIOR,1ª,2
retiro,890000,107,2,S,EXTERIOR,1ª,2
tetuan,950000,190,3,S,EXTERIOR,1ª,2
chamberi,1200000,115,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,520000,84,2,S,INTERIOR,1ª,0
barrio-de-salamanca,4850000,353,3,S,EXTERIOR,2ª,0
san-blas,880000,107,3,S,EXTERIOR,BAJO,0
villa-de-vallecas,279000,129,2,S,EXTERIOR,1ª,1
barrio-de-salamanca,3500000,175,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,849000,83,2,S,EXTERIOR,6ª,0
fuencarral,800000,131,2,S,EXTERIOR,BAJO,2
centro,1880000,206,6,S,EXTERIOR,4ª,0
moncloa,265000,69,3,N,EXTERIOR,4ª,1
centro,1079000,128,3,S,EXTERIOR,2ª,0
retiro,848000,97,2,S,EXTERIOR,4ª,1
barrio-de-salamanca,1350000,109,3,S,EXTERIOR,3ª,0
chamberi,995000,212,6,S,EXTERIOR,2ª,0
centro,225000,36,1,N,INTERIOR,5ª,0
chamartin,2590000,366,4,S,EXTERIOR,9ª,0
centro,749000,80,1,S,EXTERIOR,4ª,0
centro,255000,45,1,N,EXTERIOR,2ª,0
chamberi,1500000,235,4,S,EXTERIOR,6ª,0
puente-de-vallecas,87410,50,2,N,EXTERIOR,3ª,0
barrio-de-salamanca,2600000,210,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,1349000,120,2,S,INTERIOR,1ª,0
barrio-de-salamanca,525000,82,3,S,INTERIOR,3ª,0
retiro,450000,65,2,S,EXTERIOR,1ª,0
villa-de-vallecas,500000,130,3,S,EXTERIOR,3ª,0
centro,425000,60,1,S,EXTERIOR,4ª,2
chamberi,1389670,162,3,S,EXTERIOR,1ª,0
carabanchel,360000,106,4,S,EXTERIOR,5ª,0
centro,799000,66,2,S,EXTERIOR,4ª,0
tetuan,450000,79,2,S,EXTERIOR,1ª,0
san-blas,550000,140,3,S,EXTERIOR,2ª,0
villa-de-vallecas,467900,119,3,S,EXTERIOR,1ª,0
tetuan,1579000,245,4,S,EXTERIOR,6ª,0
villa-de-vallecas,275000,72,1,S,EXTERIOR,3ª,0
centro,650000,119,2,N,EXTERIOR,2ª,0
chamartin,710000,110,3,S,EXTERIOR,2ª,0
puente-de-vallecas,180000,58,2,N,EXTERIOR,BAJO,1
centro,175000,24,1,N,EXTERIOR,2ª,0
barrio-de-salamanca,1700000,205,5,S,EXTERIOR,5ª,0
barrio-de-salamanca,2390000,225,4,S,EXTERIOR,5ª,0
chamartin,3250000,340,5,S,EXTERIOR,13ª,0
chamartin,2590000,366,6,S,EXTERIOR,9ª,0
puente-de-vallecas,220000,77,3,N,EXTERIOR,2ª,0
centro,2000000,450,5,S,EXTERIOR,1ª,0
arganzuela,220000,35,1,S,INTERIOR,2ª,1
usera,305000,56,1,S,INTERIOR,2ª,0
